acousticness,liveness,speechiness,tempo,key,valence,loudness,instrumentalness,duration_ms,time_signature,danceability,energy,title,popularity
0.306,0.134,0.121,149.01,0,0.965,-9.405,0.0532,300611,4,0.627,0.66,The Perfect Man,0
0.576,0.171,0.0289,131.309,9,0.784,-8.215,0.00111,202000,4,0.639,0.652,The Boy a Sailor (Hoboing Seeking Truth),4
0.829,0.178,0.0331,125.13,11,0.117,-11.845,0.00499,242040,4,0.358,0.343,My Hawaiian Home (Kids Prophesies Revolutionizing Physics),5
0.0526,0.0653,0.048,128.004,1,0.634,-8.502,0.9,408406,3,0.797,0.945,Freeze Cycle,12
0.849,0.13,0.0383,83.373,0,0.226,-9.757,0.000127,231240,1,0.284,0.456,You and I,0
0.64,0.108,0.0365,119.084,0,0.924,-10.844,0.863,396000,4,0.327,0.971,Information Needed to Create an Entire Body,0
0.408,0.101,0.0357,108.804,3,0.21,-10.972,0.517,439133,4,0.622,0.413,Algodão,25
0.917,0.0985,0.0421,169.467,9,0.845,-8.854,0.912,358582,4,0.605,0.679,Jardins Aquatics,0
0.113,0.657,0.218,88.653,11,0.775,-11.687,0.835,151679,4,0.784,0.483,Hotcake,0
0.713,0.448,0.0471,109.763,8,0.672,-18.388,0.724,593770,4,0.591,0.571,Bandundu,0
0.0168,0.114,0.0787,129.998,0,0.462,-9.882,0.917,294899,4,0.801,0.879,Where Is She,13
0.277,0.683,0.0581,132.207,8,0.815,-6.11,0.0127,315867,4,0.567,0.835,Come to My World,10
0.00439,0.0652,0.0717,128.365,11,0.522,-8.169,0.862,321227,4,0.799,0.855,Hear The Music,38
0.00211,0.0529,0.0564,122.925,3,0.474,-7.437,0.907,379880,4,0.854,0.867,Devil's Dance,7
0.00763,0.112,0.0438,131.116,11,0.76,-13.328,0.109,440941,4,0.695,0.836,Africa,8
0.334,0.681,0.178,126.073,5,0.228,-6.742,0.939,281653,4,0.357,0.965,Cosmic Vibration,0
0.663,0.0919,0.0332,133.335,2,0.883,-8.523,0.0849,183475,4,0.683,0.643,Fly Away,12
0.621,0.387,0.151,127.598,0,0.589,-10.546,0.0159,424381,4,0.368,0.878,Your Love Made My Head Hurt,6
0.392,0.0698,0.0678,92.56,7,0.747,-5.717,0.0309,296507,4,0.576,0.862,Disillusioned Man,0
0.122,0.0297,0.173,96.16,2,0.485,-10.189,0.00873,247040,4,0.843,0.634,Hinde,0
0.000553,0.343,0.0512,122.727,5,0.956,-7.273,0.893,186279,4,0.853,0.641,It's A Disgrace Dub - unreleased dubplate mix,3
0.0654,0.125,0.0758,105.653,7,0.616,-6.769,0.0385,346227,4,0.567,0.908,Ya Farhy Beeku,0
0.605,0.105,0.084,175.949,3,0.434,-12.228,0.116,193987,4,0.366,0.486,Mr. Man,36
0.76,0.101,0.0492,117.773,8,0.936,-9.205,0.852,140640,4,0.71,0.768,(Mit I) Saure Gurke (Aus I Urwald Gelockt),0
0.459,0.092,0.0334,121.716,1,0.616,-11.378,0.931,44400,4,0.586,0.288,Générique,0
6.37e-06,0.109,0.0607,130.976,11,0.137,-10.324,0.956,442437,4,0.877,0.718,Rush,3
0.882,0.0985,0.0309,66.549,10,0.0645,-24.963,0.938,568947,4,0.352,0.0433,Om Supreme,27
0.695,0.0936,0.0327,94.228,9,0.11,-21.796,6.02e-05,243293,4,0.219,0.214,Vrindavana Sanchara,21
0.0717,0.286,0.0304,105.43,5,0.0406,-11.912,0.875,285280,4,0.261,0.384,Sita Ram,0
0.0495,0.107,0.0541,111.7,11,0.74,-5.766,0.000138,226813,4,0.722,0.673,I Want To Thank You,20
0.21,0.14,0.102,94.998,4,0.215,-10.896,0.00855,761091,4,0.594,0.541,Every Word Was Once An Animal,0
0.967,0.365,0.0534,69.266,1,0.124,-24.144,0.919,1393224,4,0.0997,0.19,Songs and Views from the Magnetic Garden: Songs and Views from the Magnetic Garden: II.,12
0.464,0.478,0.102,165.022,6,0.933,-13.64,0,152733,4,0.559,0.594,Ain't Got the Love (Of One Girl On My Mind),28
0.667,0.322,0.0421,90.462,7,0.915,-9.807,0,163307,4,0.553,0.598,Mandato,9
0.0632,0.127,0.0364,185.09,9,0.0603,-10.857,0.000128,351096,4,0.24,0.504,Kiuá,0
0.0282,0.268,0.0264,140.283,0,0.884,-11.219,0.795,267213,4,0.612,0.552,Basheeba,0
0.007,0.114,0.0313,124.107,7,0.0594,-12.059,0.924,334427,4,0.451,0.447,Panico A Las 5am,0
0.801,0.124,0.0466,79.02,8,0.448,-8.466,0.475,275320,4,0.51,0.467,Lam Sarawan,0
0.00276,0.115,0.0495,133.52,9,0.87,-7.086,0.0476,313467,4,0.752,0.696,Phoenix,0
0.489,0.247,0.168,133.489,9,0.841,-9.94,0.000413,216760,4,0.625,0.701,Fantasy,27
0.293,0.103,0.0518,134.231,0,0.125,-16.682,0.0302,173240,4,0.731,0.225,Lucky Cloud,18
0.93,0.11,0.0668,86.996,10,0.4,-21.087,0.000285,290227,4,0.458,0.071,Tizita,16
0.0335,0.112,0.0459,130.747,1,0.973,-11.951,0.194,338410,4,0.907,0.66,Obaa Sima,0
0.000366,0.0822,0.0562,148.56,2,0.434,-5.26,0.675,222387,4,0.54,0.625,"Classical Illusion (Micron 7"")",7
0.0534,0.353,0.0619,122.599,6,0.838,-8.854,0.921,345353,4,0.756,0.793,2000 Species of Cacti,0
0.939,0.107,0.0394,64.094,1,0.0528,-19.617,0.412,47027,5,0.203,0.204,Amazonia,8
0.0258,0.0852,0.0414,133.944,2,0.775,-13.183,0.793,573693,4,0.55,0.861,Jazz Carnival,29
0.753,0.171,0.0572,120.294,5,0.776,-10.429,0.000356,180151,4,0.588,0.572,Teacherman,17
0.0814,0.202,0.036,139.613,11,0.573,-20.506,4.55e-05,263472,4,0.42,0.227,Gamzedeyim,0
0.124,0.114,0.037,86.03,5,0.372,-20.989,1.3e-05,282744,4,0.347,0.301,Ölüm Allah'ın Emri,0
0.688,0.123,0.261,195.838,6,0.599,-15.392,0.113,328882,3,0.429,0.585,Sekou,0
0.154,0.104,0.0722,97.506,4,0.458,-10.742,0.253,523793,4,0.377,0.574,Celestial Strings,0
0.627,0.175,0.0441,124.881,6,0.905,-12.351,0.682,342000,5,0.48,0.806,L’Unita,0
0.0816,0.314,0.0492,115.352,1,0.838,-14.668,0.891,432000,4,0.658,0.823,Side Looking Radar Image,0
0.00341,0.0665,0.0717,125.133,4,0.539,-5.99,0.00118,364547,4,0.678,0.832,Peace Pipe,16
0.0234,0.0747,0.291,126.02,7,0.556,-9.453,0.00399,439467,4,0.827,0.659,Get Up (Everybody) - Parade Mix,31
0.0493,0.104,0.0279,118.132,5,0.873,-10.244,0.839,348203,4,0.671,0.803,"I Was Born This Way - 12"" Instrumental",3
0.0536,0.112,0.0483,99.041,0,0.548,-14.949,0.932,256350,4,0.433,0.598,"Nothing Is True, Everything Is Permitted",14
0.00576,0.02,0.0537,92.361,4,0.706,-8.991,0.00916,493990,4,0.676,0.861,"Why - 12"" Version",37
0.775,0.112,0.0399,119.879,1,0.807,-10.264,0.8,356000,4,0.492,0.99,Scratches on the Readable Surface,0
0.76,0.411,0.0354,178.971,5,0.637,-8.674,0.914,274000,4,0.427,0.869,La Secte de Marrakech,0
0.161,0.357,0.217,105.69,6,0.403,-21.099,0.455,764013,1,0.539,0.257,La fin de la vie...,6
0.00303,0.106,0.0621,123.993,11,0.442,-9.172,0.674,330732,4,0.805,0.823,Can You Feel It - New York Dub,0
0.00128,0.332,0.0937,123.057,1,0.103,-9.948,0.94,641585,4,0.891,0.511,Morning Factory,0
0.0329,0.0922,0.163,131.976,9,0.86,-8.101,0.266,342013,4,0.745,0.587,Africa Irie,0
0.842,0.154,0.0767,110.273,10,0.606,-9.514,4.19e-05,245000,3,0.681,0.436,Zvichapera,0
4.58e-05,0.202,0.0839,128.028,5,0.589,-4.431,0.942,458360,4,0.808,0.865,I Changed My Mind,0
0.0168,0.0421,0.0743,126.665,1,0.707,-11.996,0.918,197521,4,0.802,0.812,Data Transfer,8
0.00506,0.307,0.0318,122.984,9,0.739,-8.396,0.161,422160,4,0.61,0.763,Disco Juice,0
0.169,0.293,0.05,118.807,2,0.504,-9.957,4.83e-05,184147,4,0.585,0.792,I Want Some More,28
0.0038,0.108,0.0573,125.979,6,0.451,-10.084,0.909,385858,4,0.801,0.551,Narst,5
0.937,0.265,0.0547,106.428,3,0.0386,-25.247,0.806,1278587,4,0.38,0.125,Crystals,20
0.311,0.138,0.0329,77.326,0,0.0284,-13.828,0.858,385040,4,0.22,0.301,Ring with three concentric dics,0
0.0135,0.0765,0.0422,123.202,0,0.964,-7.59,0.00355,167922,4,0.803,0.745,Moral Tem Hora,0
0.131,0.109,0.112,176.863,0,0.323,-11.317,0.788,304632,5,0.473,0.406,Indian Stomp,0
0.000711,0.127,0.0445,134.993,11,0.447,-8.886,0.888,299314,5,0.762,0.911,Downtown World Pt. 3,0
0.204,0.138,0.0898,175.867,10,0.466,-10.11,0.00672,195813,4,0.42,0.555,Now Is The Time For Love Pt 1,0
0.0945,0.102,0.0873,161.848,10,0.69,-12.835,0.876,219027,4,0.354,0.946,Ramtide,0
0.928,0.0782,0.166,108.231,7,0.228,-13.131,0.892,242133,4,0.706,0.79,"Sea, Sand and Sun",0
0.22,0.0865,0.0441,148.896,1,0.783,-6.501,0,258200,4,0.737,0.721,Houiou Djin Nan Zon Aklumon,5
0.00169,0.0582,0.067,128.58,0,0.609,-4.113,0.494,356750,4,0.674,0.923,2 B Free,18
0.499,0.566,0.0411,135.002,11,0.0374,-16.027,0.837,546667,4,0.52,0.744,Watermark,31
0.0235,0.0877,0.0427,120.817,10,0.799,-9.921,0.0501,123067,4,0.312,0.725,Barumba,15
0.991,0.0862,0.0412,142.395,4,0.174,-17.968,0.93,571973,4,0.487,0.173,La Maison Des 5 Éléments,10
0.756,0.12,0.0426,86.035,11,0.188,-10.757,0.118,344440,4,0.405,0.411,Play It Slow,0
0.597,0.0499,0.0368,97.288,9,0.874,-9.619,0.00013,172960,4,0.743,0.786,Maita,30
0.676,0.102,0.0572,91.105,6,0.474,-18.571,5.12e-06,161533,4,0.67,0.267,Kangrima,0
0.905,0.133,0.0281,105.06,4,0.2,-16.932,0.313,285453,4,0.657,0.21,Lullaby 4 Nina,14
0.0379,0.374,0.0399,140.483,11,0.83,-10.478,0.609,101467,4,0.688,0.891,Chromatickles,1
0.472,0.325,0.0317,125.369,2,0.947,-7.581,0,268840,4,0.734,0.743,Your Destiny,0
0.488,0.0694,0.0449,95.422,0,0.245,-10.829,0.904,345333,4,0.272,0.364,BELLS,1
0.172,0.0837,0.0391,126.07,7,0.039,-12.48,0.759,597427,3,0.169,0.378,Plays John Cassavetes 2,0
0.305,0.519,0.119,125.508,1,0.486,-18.556,0.917,236842,4,0.837,0.489,Makondi,0
0.136,0.14,0.0297,89.925,8,0.649,-10.897,0.0301,178480,4,0.514,0.474,Walls,0
0.926,0.118,0.037,128.866,9,0.0501,-19.196,0.33,181170,4,0.244,0.174,Flight Of The Raven,0
0.93,0.0574,0.0349,146.943,10,0.122,-18.531,0.64,184307,4,0.131,0.231,Euphoric Bells,4
0.0579,0.104,0.0956,122.012,9,0.302,-8.776,0.902,539320,4,0.8,0.727,Equalized #111 01,0
0.353,0.144,0.0757,148.436,4,0.341,-11.967,0.115,213466,4,0.446,0.562,Ain't No Sunshine,44
0.00292,0.0577,0.0377,115.534,3,0.894,-8.953,1.26e-05,374840,4,0.858,0.575,"Love Come Down - 12"" Version",33
0.403,0.117,0.0298,97.595,1,0.895,-6.414,0,127773,4,0.71,0.692,Esperar pra Ver,0
0.298,0.111,0.0421,100.678,5,0.0318,-13.766,0.954,123387,4,0.513,0.3,Rooms Between Us,0
0.881,0.0896,0.0284,92.83,2,0.731,-11.857,0.0918,245107,4,0.619,0.531,Sister Brother,0
0.00571,0.119,0.104,109.227,7,0.69,-14.776,0.00176,198307,4,0.81,0.433,Wicky Wacky,0
0.136,0.109,0.0486,126.35,7,0.904,-5.34,0.0367,158928,4,0.583,0.893,Il n'y a pas de crocodiles a Cocody,0
0.692,0.108,0.0857,138.023,8,0.123,-9.638,0.000222,314075,4,0.633,0.395,Nikes,70
0.667,0.417,0.107,159.94,9,0.549,-7.362,5.48e-05,184516,3,0.545,0.545,Pink + White,84
0.255,0.0655,0.145,96.783,7,0.859,-6.674,0.000177,186467,4,0.719,0.822,We’ve Gotta Find A Way Back to Love,15
0.212,0.187,0.0387,112.465,2,0.752,-8.104,0.0343,215880,4,0.585,0.743,Open Up,13
0.0102,0.165,0.431,150.062,2,0.281,-8.795,0.0219,204600,4,0.833,0.434,Mask Off,47
0.239,0.243,0.032,106.759,11,0.882,-9.657,1.11e-06,225333,4,0.701,0.603,You're What's Missing In My Life,2
0.581,0.126,0.375,84.065,1,0.434,-22.512,0.0005,254642,3,0.389,0.305,Loser,10
0.331,0.269,0.0676,130.085,0,0.891,-14.988,7.7e-05,229107,4,0.653,0.676,Hey Mama,0
0.654,0.0719,0.0435,117.589,11,0.469,-13.956,0.0216,207533,4,0.503,0.427,Love Is How You Make It - 2015 Remaster,9
0.0297,0.403,0.0346,131.194,0,0.878,-8.32,0.0102,257400,4,0.598,0.829,It's Like That,0
0.049,0.12,0.0842,124.291,2,0.968,-11.284,0.00935,319053,4,0.696,0.556,Lies,0
0.526,0.306,0.0895,150.97,9,0.81,-8.644,0.000515,282427,3,0.423,0.639,Ali New Biye,0
0.0576,0.1,0.0519,128.983,7,0.0411,-12.769,0.877,741413,4,0.79,0.742,Moved (Ricardo Villalobos Remix),0
7.07e-05,0.354,0.0904,123.982,0,0.745,-9.843,0.554,657743,4,0.582,0.824,"Rock, Spank, Freak - Club 12"" Mix",0
0.0608,0.136,0.049,112.215,11,0.611,-11.546,0.78,163813,4,0.477,0.846,Heavy Train,2
0.622,0.0948,0.156,83.611,1,0.564,-18.576,0.897,138693,4,0.418,0.655,"Oedipus Orca - Theme From ""Oedipus Orca""",29
0.495,0.135,0.122,184.337,0,0.384,-12.091,0.0111,288613,4,0.509,0.254,Voodoo Tronics,1
0.889,0.0991,0.0316,103.883,7,0.277,-15.629,0.516,243447,4,0.27,0.314,Alleluia,1
0.903,0.0874,0.0358,138.88,9,0.137,-18.007,0.198,381497,4,0.306,0.15,Lord Have Mercy,4
0.043,0.0767,0.178,170.069,2,0.958,-14.247,0.534,245905,4,0.519,0.6,Xale (with Mbene Diatta Seck),0
0.0815,0.0951,0.0975,159.999,7,0.641,-8.902,0.573,281733,4,0.724,0.627,It Means I Love You,21
0.134,0.112,0.035,129.387,1,0.4,-12.746,0.00147,362800,4,0.659,0.547,The Harvest,9
0.927,0.216,0.057,109.313,4,0.861,-17.199,0.955,180949,4,0.565,0.659,Nilotic Sounds,7
0.936,0.101,0.0435,95.653,3,0.819,-12.203,0.872,243688,4,0.68,0.629,Alone Again,2
0.988,0.143,0.0352,144.075,10,0.0397,-14.362,0.5,228120,1,0.412,0.0994,Aytche,0
0.00511,0.068,0.0575,126.006,0,0.442,-10.203,0.881,417238,4,0.821,0.745,Remember When - Original Mix,0
0.00926,0.0413,0.0616,120.338,2,0.964,-11.605,0.00202,344973,4,0.821,0.498,Indaba Kabani,34
0.849,0.357,0.0417,120.819,0,0.96,-11.479,0.0397,424970,4,0.517,0.505,Mobereya,1
0.824,0.068,0.395,110.773,6,0.112,-7.777,0.754,137013,3,0.345,0.958,Flickering Debris,0
2.09e-05,0.0937,0.0604,164.92,6,0.604,-4.575,0.598,457880,4,0.573,0.896,This Is LA,0
0.405,0.118,0.331,107.973,5,0.713,-7.2,0.000374,220400,4,0.688,0.888,I Think I'm Falling In Love,0
0.335,0.095,0.0662,121.243,5,0.902,-9.491,0,264613,4,0.716,0.808,"The More I Get, the More I Want",0
0.00806,0.327,0.0522,124.949,6,0.982,-3.918,0.78,415730,4,0.825,0.911,Saved My Life,14
0.0459,0.0585,0.0904,124.995,6,0.927,-3.81,0.876,400748,4,0.894,0.917,Never Far From You,7
0.00851,0.0628,0.0581,131.993,6,0.984,-4.32,0.909,349624,4,0.866,0.932,Dancing For Heaven,5
0.0159,0.0659,0.123,131.95,8,0.747,-6.515,0.154,394578,4,0.918,0.546,You're The One,4
